title,description,timestamp,concat,relevance,score
A Guardian of the Past Takes His Treasures Online,Louis Bofferding has an intimate feel for rare antiques with dramatic back stories. But his wealthy clients are content to point and click.,"time.struct_time(tm_year=2026, tm_mon=3, tm_mday=22, tm_hour=9, tm_min=0, tm_sec=47, tm_wday=6, tm_yday=81, tm_isdst=0)",A Guardian of the Past Takes His Treasures Online | Louis Bofferding has an intimate feel for rare antiques with dramatic back stories. But his wealthy clients are content to point and click.,-1,0.029339853674173355
Kickstarter’s C.E.O. on Running a Fully Remote Company With a Four-Day Workweek,"Everette Taylor took over Kickstarter at a low moment for the crowdfunding pioneer, which made its name with small projects but now attracts major multinationals and celebrities.","time.struct_time(tm_year=2026, tm_mon=3, tm_mday=1, tm_hour=10, tm_min=1, tm_sec=13, tm_wday=6, tm_yday=60, tm_isdst=0)","Kickstarter’s C.E.O. on Running a Fully Remote Company With a Four-Day Workweek | Everette Taylor took over Kickstarter at a low moment for the crowdfunding pioneer, which made its name with small projects but now attracts major multinationals and celebrities.",1,0.3461039364337921
A NYC Chinese Restaurant’s Lunar New Year T-Shirts Are a Coveted Collector’s Item,A New York restaurant’s Lunar New Year merchandise has become a coveted collector’s item.,"time.struct_time(tm_year=2026, tm_mon=2, tm_mday=20, tm_hour=19, tm_min=23, tm_sec=39, tm_wday=4, tm_yday=51, tm_isdst=0)",A NYC Chinese Restaurant’s Lunar New Year T-Shirts Are a Coveted Collector’s Item | A New York restaurant’s Lunar New Year merchandise has become a coveted collector’s item.,0,0.4567506015300751
Anna Sui Ushers Her Fashion Label Into the Future With the Help of Her Three Nieces,"With the help of some of her nieces, the New York designer Anna Sui is steering her 45-year-old label into the future.","time.struct_time(tm_year=2026, tm_mon=2, tm_mday=8, tm_hour=10, tm_min=2, tm_sec=11, tm_wday=6, tm_yday=39, tm_isdst=0)","Anna Sui Ushers Her Fashion Label Into the Future With the Help of Her Three Nieces | With the help of some of her nieces, the New York designer Anna Sui is steering her 45-year-old label into the future.",-1,0.38880455493927
These A.I. Dreamers Don’t Fit the Stereotype,"Young tech entrepreneurs in San Francisco are hoping to cash in, even as they wonder how artificial intelligence will affect society.","time.struct_time(tm_year=2026, tm_mon=2, tm_mday=11, tm_hour=22, tm_min=0, tm_sec=25, tm_wday=2, tm_yday=42, tm_isdst=0)","These A.I. Dreamers Don’t Fit the Stereotype | Young tech entrepreneurs in San Francisco are hoping to cash in, even as they wonder how artificial intelligence will affect society.",1,0.8423029184341431
"The Drama at Thinking Machines, a New A.I. Start-Up, Is Riveting Silicon Valley","Defections, secret conversations, deal talks that fizzled and a battle for control: The turmoil at Thinking Machines Lab is the artificial intelligence industry’s latest drama.","time.struct_time(tm_year=2026, tm_mon=1, tm_mday=22, tm_hour=16, tm_min=59, tm_sec=29, tm_wday=3, tm_yday=22, tm_isdst=0)","The Drama at Thinking Machines, a New A.I. Start-Up, Is Riveting Silicon Valley | Defections, secret conversations, deal talks that fizzled and a battle for control: The turmoil at Thinking Machines Lab is the artificial intelligence industry’s latest drama.",1,0.9953405857086182
"Before Trump, Greensboro, Vermont Was a Foodie Mecca for Canadians","Greensboro’s economy depended on friendly relations with Canada. But after tariffs and threats to make the country the “51st state,” neighborly ties have frayed.","time.struct_time(tm_year=2026, tm_mon=1, tm_mday=20, tm_hour=1, tm_min=42, tm_sec=17, tm_wday=1, tm_yday=20, tm_isdst=0)","Before Trump, Greensboro, Vermont Was a Foodie Mecca for Canadians | Greensboro’s economy depended on friendly relations with Canada. But after tariffs and threats to make the country the “51st state,” neighborly ties have frayed.",1,0.9964199662208557
Devon Levesque Built Sweet Honey Farm to Find Community,An extreme athlete built a wellness lair in New Jersey and turned it into the members-only club of his dreams.,"time.struct_time(tm_year=2026, tm_mon=1, tm_mday=18, tm_hour=10, tm_min=0, tm_sec=17, tm_wday=6, tm_yday=18, tm_isdst=0)",Devon Levesque Built Sweet Honey Farm to Find Community | An extreme athlete built a wellness lair in New Jersey and turned it into the members-only club of his dreams.,0,0.029873179271817207
Google Co-Founders Sergey Brin and Larry Page Reduce Ties to California,"Sergey Brin is joining his Google co-founder, Larry Page, in reducing ties to the state where they built their fortunes.","time.struct_time(tm_year=2026, tm_mon=1, tm_mday=9, tm_hour=16, tm_min=26, tm_sec=13, tm_wday=4, tm_yday=9, tm_isdst=0)","Google Co-Founders Sergey Brin and Larry Page Reduce Ties to California | Sergey Brin is joining his Google co-founder, Larry Page, in reducing ties to the state where they built their fortunes.",-1,0.6210910677909851
"How Jenelle Manzi, a ‘Nutcracker’ Ballerina, Spends a Day with New York City Ballet",Jenelle Manzi started a nutrition company while performing with New York City Ballet. Now she’s doing her makeup in cabs and taking Zoom meetings as she sews pointe shoes.,"time.struct_time(tm_year=2026, tm_mon=1, tm_mday=4, tm_hour=13, tm_min=47, tm_sec=48, tm_wday=6, tm_yday=4, tm_isdst=0)","How Jenelle Manzi, a ‘Nutcracker’ Ballerina, Spends a Day with New York City Ballet | Jenelle Manzi started a nutrition company while performing with New York City Ballet. Now she’s doing her makeup in cabs and taking Zoom meetings as she sews pointe shoes.",-1,0.3261743485927582
The New Billionaires of the A.I. Boom,"Just like past tech booms, the latest frenzy has produced a group of billionaires — at least on paper — from smaller start-ups.","time.struct_time(tm_year=2025, tm_mon=12, tm_mday=29, tm_hour=22, tm_min=53, tm_sec=31, tm_wday=0, tm_yday=363, tm_isdst=0)","The New Billionaires of the A.I. Boom | Just like past tech booms, the latest frenzy has produced a group of billionaires — at least on paper — from smaller start-ups.",1,0.2639737129211426
Hearing Aids Get a Bit of Jewelry Glitter,Users say Auzi’s decorative covers and jewelry attachments have changed the way they feel about wearing the devices.,"time.struct_time(tm_year=2025, tm_mon=12, tm_mday=4, tm_hour=10, tm_min=1, tm_sec=34, tm_wday=3, tm_yday=338, tm_isdst=0)",Hearing Aids Get a Bit of Jewelry Glitter | Users say Auzi’s decorative covers and jewelry attachments have changed the way they feel about wearing the devices.,-1,0.09160768985748291
Private Equity Lashes Out at New Research on Carried Interest,Estimates by researchers at Yale found that closing the carried interest loophole could lead to billions more in tax revenues than previously estimated.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=11, tm_hour=12, tm_min=9, tm_sec=19, tm_wday=0, tm_yday=131, tm_isdst=0)",Private Equity Lashes Out at New Research on Carried Interest | Estimates by researchers at Yale found that closing the carried interest loophole could lead to billions more in tax revenues than previously estimated.,1,0.9951520562171936
Sign Up for DealBook,Make sense of the latest business and policy headlines with our daily newsletter.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=12, tm_min=4, tm_sec=58, tm_wday=2, tm_yday=133, tm_isdst=0)",Sign Up for DealBook | Make sense of the latest business and policy headlines with our daily newsletter.,-1,0.34465575218200684
Anduril Raises $5 Billion in Funding and Is Valued at $61 Billion,"The start-up, which makes A.I.-backed weapons, was valued at $61 billion in the financing round, double what it was a year ago.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=7, tm_min=0, tm_sec=22, tm_wday=2, tm_yday=133, tm_isdst=0)","Anduril Raises $5 Billion in Funding and Is Valued at $61 Billion | The start-up, which makes A.I.-backed weapons, was valued at $61 billion in the financing round, double what it was a year ago.",1,0.8341491222381592
Why Some People Are Allergic to ‘Peanut Butter Raises’,The beloved spread has become a metaphor for things that are less than delicious.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=10, tm_hour=10, tm_min=46, tm_sec=21, tm_wday=6, tm_yday=130, tm_isdst=0)",Why Some People Are Allergic to ‘Peanut Butter Raises’ | The beloved spread has become a metaphor for things that are less than delicious.,0,0.15305212140083313
All Those A.I. Note Takers? They’re Making Lawyers Very Nervous.,"A trendy productivity hack, A.I. note takers are capturing every joke and offhand comment in many meetings. They could also potentially waive attorney-client privilege.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=9, tm_hour=20, tm_min=15, tm_sec=8, tm_wday=5, tm_yday=129, tm_isdst=0)","All Those A.I. Note Takers? They’re Making Lawyers Very Nervous. | A trendy productivity hack, A.I. note takers are capturing every joke and offhand comment in many meetings. They could also potentially waive attorney-client privilege.",1,0.9965204000473022
Meta’s Embrace of A.I. Is Making Its Employees Miserable,"As it adapts to the artificial intelligence era, the company is pushing many of its 78,000 workers to use the technology, and preparing to lay some of them off.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=8, tm_hour=14, tm_min=18, tm_sec=51, tm_wday=4, tm_yday=128, tm_isdst=0)","Meta’s Embrace of A.I. Is Making Its Employees Miserable | As it adapts to the artificial intelligence era, the company is pushing many of its 78,000 workers to use the technology, and preparing to lay some of them off.",1,0.9949108958244324
What’s Happened So Far at the Musk v. OpenAI Trial,Elon Musk’s court battle against OpenAI has laid bare tensions between the start-up's leaders and raised questions about the billionaire’s motivations.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=10, tm_hour=15, tm_min=48, tm_sec=21, tm_wday=6, tm_yday=130, tm_isdst=0)",What’s Happened So Far at the Musk v. OpenAI Trial | Elon Musk’s court battle against OpenAI has laid bare tensions between the start-up's leaders and raised questions about the billionaire’s motivations.,-1,0.8900225758552551
Why Investors Are Still Betting Big on Kalshi,"The popular prediction market platform has just raised a new funding round that values it at $22 billion, double what it was worth in December.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=7, tm_hour=13, tm_min=12, tm_sec=39, tm_wday=3, tm_yday=127, tm_isdst=0)","Why Investors Are Still Betting Big on Kalshi | The popular prediction market platform has just raised a new funding round that values it at $22 billion, double what it was worth in December.",-1,0.12087906897068024
"Kalshi, the Prediction Market, Raises $1 Billion at a $22 Billion Valuation","The platform for betting on sports, politics, the weather and more has raised $1 billion and sees big financial firms as a key source of growth.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=7, tm_hour=12, tm_min=37, tm_sec=17, tm_wday=3, tm_yday=127, tm_isdst=0)","Kalshi, the Prediction Market, Raises $1 Billion at a $22 Billion Valuation | The platform for betting on sports, politics, the weather and more has raised $1 billion and sees big financial firms as a key source of growth.",-1,0.8785312175750732
Anthropic’s C.E.O. Says It Could Grow by 80 Times This Year,"The chief executive, Dario Amodei, said the rapid growth had exponentially increased the start-up’s need for more computing power.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=7, tm_hour=1, tm_min=9, tm_sec=53, tm_wday=3, tm_yday=127, tm_isdst=0)","Anthropic’s C.E.O. Says It Could Grow by 80 Times This Year | The chief executive, Dario Amodei, said the rapid growth had exponentially increased the start-up’s need for more computing power.",-1,0.8724864721298218
Inside the Debate About Adding Stocks to Trump Accounts,Trump administration officials are weighing a plan that would allow wealthy individuals to donate shares in their companies to the investment accounts.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=6, tm_hour=11, tm_min=51, tm_sec=17, tm_wday=2, tm_yday=126, tm_isdst=0)",Inside the Debate About Adding Stocks to Trump Accounts | Trump administration officials are weighing a plan that would allow wealthy individuals to donate shares in their companies to the investment accounts.,-1,0.9033632874488831
"Justin Wolfers, Cable’s Favorite Economist, Joins the Creator Economy","With his crisp breakdowns of President Trump’s trade moves and distinctive Aussie accent, Mr. Wolfers has become a TV constant. Now he’s starting his own media company.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=6, tm_hour=11, tm_min=5, tm_sec=7, tm_wday=2, tm_yday=126, tm_isdst=0)","Justin Wolfers, Cable’s Favorite Economist, Joins the Creator Economy | With his crisp breakdowns of President Trump’s trade moves and distinctive Aussie accent, Mr. Wolfers has become a TV constant. Now he’s starting his own media company.",-1,0.4544224143028259
Watching ‘The Devil Wears Prada 2’ as an Elegy for Magazines,"The film may be about fashion, but for some editors and writers, it gets a lot right about the dire state of fashion journalism.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=12, tm_hour=9, tm_min=3, tm_sec=28, tm_wday=1, tm_yday=132, tm_isdst=0)","Watching ‘The Devil Wears Prada 2’ as an Elegy for Magazines | The film may be about fashion, but for some editors and writers, it gets a lot right about the dire state of fashion journalism.",-1,0.32158157229423523
"NBC to Turn Wordle Into a TV Game Show, With Savannah Guthrie as Host",The word puzzle published by The New York Times is the inspiration for a game show that will begin airing next year. Jimmy Fallon is a producer.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=12, tm_hour=0, tm_min=27, tm_sec=8, tm_wday=1, tm_yday=132, tm_isdst=0)","NBC to Turn Wordle Into a TV Game Show, With Savannah Guthrie as Host | The word puzzle published by The New York Times is the inspiration for a game show that will begin airing next year. Jimmy Fallon is a producer.",-1,0.2685663402080536
How ‘The View’ Landed at the Center of a Free Speech Battle,The Trump administration’s focus on the show is testament to the enduring influence of an old-fashioned broadcast TV program started 29 years ago.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=9, tm_hour=15, tm_min=1, tm_sec=21, tm_wday=5, tm_yday=129, tm_isdst=0)",How ‘The View’ Landed at the Center of a Free Speech Battle | The Trump administration’s focus on the show is testament to the enduring influence of an old-fashioned broadcast TV program started 29 years ago.,-1,0.5722585320472717
"When Mark Consuelos Wants to Escape New York, He Goes Here",“The midcentury architecture is fascinating. It’s also a place where I’m outside almost every waking hour of the day.”,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=9, tm_hour=9, tm_min=0, tm_sec=5, tm_wday=5, tm_yday=129, tm_isdst=0)","When Mark Consuelos Wants to Escape New York, He Goes Here | “The midcentury architecture is fascinating. It’s also a place where I’m outside almost every waking hour of the day.”",0,0.02214970625936985
ABC Accuses Government of Violating First Amendment,"The network’s argument, made to the F.C.C., is the most aggressive posture taken yet by a television network toward the Trump administration.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=8, tm_hour=18, tm_min=36, tm_sec=51, tm_wday=4, tm_yday=128, tm_isdst=0)","ABC Accuses Government of Violating First Amendment | The network’s argument, made to the F.C.C., is the most aggressive posture taken yet by a television network toward the Trump administration.",-1,0.9584314227104187
"After a Fire, a Director Finds a Lifeline in ‘Remarkably Bright Creatures’",Olivia Newman lost her home in the 2025 California wildfires. Telling the story of a woman who connects with an octopus after a major loss proved a balm.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=8, tm_hour=9, tm_min=2, tm_sec=9, tm_wday=4, tm_yday=128, tm_isdst=0)","After a Fire, a Director Finds a Lifeline in ‘Remarkably Bright Creatures’ | Olivia Newman lost her home in the 2025 California wildfires. Telling the story of a woman who connects with an octopus after a major loss proved a balm.",0,0.1331685334444046
"Manuela Hoelterhoff, Pulitzer-Winning Arts Critic, Dies at 77","She won the top journalism honor for criticism while with The Wall Street Journal. She later wrote a wry, perceptive book about the backstage world of opera.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=8, tm_hour=2, tm_min=5, tm_sec=57, tm_wday=4, tm_yday=128, tm_isdst=0)","Manuela Hoelterhoff, Pulitzer-Winning Arts Critic, Dies at 77 | She won the top journalism honor for criticism while with The Wall Street Journal. She later wrote a wry, perceptive book about the backstage world of opera.",0,0.6522325873374939
"Jack Bass, Dean of South Carolina Political Journalism, Dies at 91","In articles and books, he wrote about the rapid racial, political and economic changes that transformed his state — and the South as a whole.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=7, tm_hour=16, tm_min=38, tm_sec=15, tm_wday=3, tm_yday=127, tm_isdst=0)","Jack Bass, Dean of South Carolina Political Journalism, Dies at 91 | In articles and books, he wrote about the rapid racial, political and economic changes that transformed his state — and the South as a whole.",-1,0.609350323677063
"Rupert Murdoch, David Zaslav and More Media Moguls Remember Ted Turner, CNN’s Founder","The CNN founder’s death was met with encomiums from leaders in the media industry, which he helped reinvent. “He will be remembered for generations,” said one.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=6, tm_hour=21, tm_min=33, tm_sec=15, tm_wday=2, tm_yday=126, tm_isdst=0)","Rupert Murdoch, David Zaslav and More Media Moguls Remember Ted Turner, CNN’s Founder | The CNN founder’s death was met with encomiums from leaders in the media industry, which he helped reinvent. “He will be remembered for generations,” said one.",-1,0.18372760713100433
Disney Posts Strong Earnings Despite Slowdown in Park Visitors,Disney parks are closely watched as a bellwether for consumer confidence.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=6, tm_hour=15, tm_min=24, tm_sec=57, tm_wday=2, tm_yday=126, tm_isdst=0)",Disney Posts Strong Earnings Despite Slowdown in Park Visitors | Disney parks are closely watched as a bellwether for consumer confidence.,-1,0.4430670440196991
"Ted Turner, Creator of CNN and the 24-Hour News Cycle, Dies at 87","As one of the most important figures in media history, he oversaw a vast cable empire of news, sports and entertainment channels.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=6, tm_hour=20, tm_min=17, tm_sec=18, tm_wday=2, tm_yday=126, tm_isdst=0)","Ted Turner, Creator of CNN and the 24-Hour News Cycle, Dies at 87 | As one of the most important figures in media history, he oversaw a vast cable empire of news, sports and entertainment channels.",-1,0.5181795954704285
The New York Times Passes 13 Million Subscribers,"The company’s adjusted operating profit hit $117.9 million in the quarter, up 27.2 percent from a year earlier, on revenue of $712.2 million.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=6, tm_hour=14, tm_min=39, tm_sec=49, tm_wday=2, tm_yday=126, tm_isdst=0)","The New York Times Passes 13 Million Subscribers | The company’s adjusted operating profit hit $117.9 million in the quarter, up 27.2 percent from a year earlier, on revenue of $712.2 million.",-1,0.23372885584831238
Guy Goma’s Accidental BBC Interview Lives On After 20 Years,Guy Goma thought he was interviewing for an I.T. job when he found himself on air on the BBC. What came next was familiar to anyone who has been unprepared at work.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=6, tm_hour=16, tm_min=17, tm_sec=45, tm_wday=2, tm_yday=126, tm_isdst=0)",Guy Goma’s Accidental BBC Interview Lives On After 20 Years | Guy Goma thought he was interviewing for an I.T. job when he found himself on air on the BBC. What came next was familiar to anyone who has been unprepared at work.,1,0.6074485182762146
‘Avatar’ Suit Focuses on Hot Topic in A.I. Age: A Character’s Face,"An actress accused the director James Cameron of stealing her likeness for a digitally created, blue-skinned warrior princess.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=12, tm_hour=21, tm_min=24, tm_sec=44, tm_wday=1, tm_yday=132, tm_isdst=0)","‘Avatar’ Suit Focuses on Hot Topic in A.I. Age: A Character’s Face | An actress accused the director James Cameron of stealing her likeness for a digitally created, blue-skinned warrior princess.",-1,0.4227086901664734
James Murdoch’s Company Said to Be in Talks to Acquire Major Parts of Vox Media,"A deal for Vox Media, which generates more than $80 million through podcasts alone, would elevate Mr. Murdoch’s company, Lupa Systems, as a major player in U.S. media.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=5, tm_hour=19, tm_min=46, tm_sec=11, tm_wday=1, tm_yday=125, tm_isdst=0)","James Murdoch’s Company Said to Be in Talks to Acquire Major Parts of Vox Media | A deal for Vox Media, which generates more than $80 million through podcasts alone, would elevate Mr. Murdoch’s company, Lupa Systems, as a major player in U.S. media.",1,0.9338832497596741
The FBI Searched a Washington Post Reporter’s Home. She Is Now a Pulitzer Prize Winner.,"Hannah Natanson’s reporting anchored a package of articles from The Washington Post that won a Pulitzer on Monday, four months after agents seized her devices.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=5, tm_hour=17, tm_min=53, tm_sec=28, tm_wday=1, tm_yday=125, tm_isdst=0)","The FBI Searched a Washington Post Reporter’s Home. She Is Now a Pulitzer Prize Winner. | Hannah Natanson’s reporting anchored a package of articles from The Washington Post that won a Pulitzer on Monday, four months after agents seized her devices.",-1,0.597445011138916
Utility Bills Are Likely to Be Higher This Summer. Here’s What You Can Do.,"The average bill is forecast to rise 8.5 percent. There are simple ways to make sure you’re not overpaying, like getting your air-conditioning checked.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=1, tm_hour=13, tm_min=0, tm_sec=5, tm_wday=4, tm_yday=121, tm_isdst=0)","Utility Bills Are Likely to Be Higher This Summer. Here’s What You Can Do. | The average bill is forecast to rise 8.5 percent. There are simple ways to make sure you’re not overpaying, like getting your air-conditioning checked.",-1,0.3920694589614868
"Help! We Got to the Gate in the Nick of Time, but Missed Our Flight.","A California couple rushed through Heathrow to catch their connecting flight, arriving with minutes to spare. But British Airways had already given away their seats.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=7, tm_hour=9, tm_min=1, tm_sec=45, tm_wday=3, tm_yday=127, tm_isdst=0)","Help! We Got to the Gate in the Nick of Time, but Missed Our Flight. | A California couple rushed through Heathrow to catch their connecting flight, arriving with minutes to spare. But British Airways had already given away their seats.",-1,0.986271321773529
"A Longer Life Can Lead to Financial Concerns, and More Questions","With Americans living ever longer lives, the age-old worry of outliving savings has become more pronounced.","time.struct_time(tm_year=2026, tm_mon=4, tm_mday=29, tm_hour=15, tm_min=23, tm_sec=15, tm_wday=2, tm_yday=119, tm_isdst=0)","A Longer Life Can Lead to Financial Concerns, and More Questions | With Americans living ever longer lives, the age-old worry of outliving savings has become more pronounced.",-1,0.8424968719482422
The World’s Central Banks Are Wrestling With a Gigantic Problem,"Inflationary surges and economic slowdowns set off by the war in Iran, tariffs and other Trump policies have forced monetary officials to adjust, our columnist says.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=1, tm_hour=9, tm_min=2, tm_sec=24, tm_wday=4, tm_yday=121, tm_isdst=0)","The World’s Central Banks Are Wrestling With a Gigantic Problem | Inflationary surges and economic slowdowns set off by the war in Iran, tariffs and other Trump policies have forced monetary officials to adjust, our columnist says.",1,0.9071425795555115
How Brandeis Is Trying to Change College Shopping,A new tool on the university’s website tells you what the first year “will” cost if you get in.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=10, tm_hour=10, tm_min=40, tm_sec=51, tm_wday=6, tm_yday=130, tm_isdst=0)",How Brandeis Is Trying to Change College Shopping | A new tool on the university’s website tells you what the first year “will” cost if you get in.,-1,0.2683653235435486
You May Be Owed a Tax Refund From the Covid Era,A court ruling found that the I.R.S. shouldn’t have charged penalties and interest during the pandemic. But the government may appeal the decision.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=8, tm_hour=14, tm_min=1, tm_sec=13, tm_wday=4, tm_yday=128, tm_isdst=0)",You May Be Owed a Tax Refund From the Covid Era | A court ruling found that the I.R.S. shouldn’t have charged penalties and interest during the pandemic. But the government may appeal the decision.,1,0.7012656331062317
Why Stocks and Bonds Are Responding Differently to the Iran War,"Stock investors are betting that companies will make enormous profits, despite the war. But investors in bonds, including U.S. Treasuries, have other concerns.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=8, tm_hour=20, tm_min=42, tm_sec=36, tm_wday=4, tm_yday=128, tm_isdst=0)","Why Stocks and Bonds Are Responding Differently to the Iran War | Stock investors are betting that companies will make enormous profits, despite the war. But investors in bonds, including U.S. Treasuries, have other concerns.",1,0.4810071289539337
Trump Signs Executive Order Expanding Access to Retirement Accounts,Nearly half of private-sector workers do not have access to workplace plans. The order would make it easier for them to find and open accounts.,"time.struct_time(tm_year=2026, tm_mon=4, tm_mday=30, tm_hour=23, tm_min=14, tm_sec=0, tm_wday=3, tm_yday=120, tm_isdst=0)",Trump Signs Executive Order Expanding Access to Retirement Accounts | Nearly half of private-sector workers do not have access to workplace plans. The order would make it easier for them to find and open accounts.,-1,0.30666086077690125
Readers Share Stories on How to Prepare for a Longer Life,"We asked Times readers to share their best advice for a safe, satisfying and financially comfortable life — no matter how old you are or how long you live.","time.struct_time(tm_year=2026, tm_mon=4, tm_mday=30, tm_hour=13, tm_min=24, tm_sec=56, tm_wday=3, tm_yday=120, tm_isdst=0)","Readers Share Stories on How to Prepare for a Longer Life | We asked Times readers to share their best advice for a safe, satisfying and financially comfortable life — no matter how old you are or how long you live.",-1,0.03417867422103882
"For Many Pro Athletes, Post-Career Financial Worries Loom Large","The tennis player Mackenzie McDonald has earned well up to this point, but high expenses and a short career timeline have prompted him, and others, to search for a backup plan.","time.struct_time(tm_year=2026, tm_mon=4, tm_mday=28, tm_hour=16, tm_min=17, tm_sec=22, tm_wday=1, tm_yday=118, tm_isdst=0)","For Many Pro Athletes, Post-Career Financial Worries Loom Large | The tennis player Mackenzie McDonald has earned well up to this point, but high expenses and a short career timeline have prompted him, and others, to search for a backup plan.",0,0.9700189828872681
Hoping the Last Check Bounces … and Other Financial Approaches to a Long Life,Americans are increasingly dealing with a dilemma: How to balance a long life with having enough money to live it happily.,"time.struct_time(tm_year=2026, tm_mon=4, tm_mday=28, tm_hour=16, tm_min=11, tm_sec=31, tm_wday=1, tm_yday=118, tm_isdst=0)",Hoping the Last Check Bounces … and Other Financial Approaches to a Long Life | Americans are increasingly dealing with a dilemma: How to balance a long life with having enough money to live it happily.,-1,0.9728821516036987
Filing a College Financial Aid Appeal? You May Not Get an Answer by May 1,Northeastern University is behind in responding to appeals this year. Keep asking for a better deal — at any school — and more time to make up your mind.,"time.struct_time(tm_year=2026, tm_mon=4, tm_mday=28, tm_hour=16, tm_min=3, tm_sec=4, tm_wday=1, tm_yday=118, tm_isdst=0)",Filing a College Financial Aid Appeal? You May Not Get an Answer by May 1 | Northeastern University is behind in responding to appeals this year. Keep asking for a better deal — at any school — and more time to make up your mind.,-1,0.9950395226478577
Can Spending More Improve Your Health and Prolong Your Life?,The desire to live longer and healthier lives has spawned a growth in services and supplements. So what works best?,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=1, tm_hour=0, tm_min=4, tm_sec=29, tm_wday=4, tm_yday=121, tm_isdst=0)",Can Spending More Improve Your Health and Prolong Your Life? | The desire to live longer and healthier lives has spawned a growth in services and supplements. So what works best?,-1,0.07912742346525192
How a Systems Glitch at Fidelity Caused One Woman’s Savings to Disappear,"Fidelity Investments notified a customer that her phone number and email address had been removed from her profile. When she logged in, her accounts and savings were nowhere to be found.","time.struct_time(tm_year=2026, tm_mon=4, tm_mday=25, tm_hour=9, tm_min=2, tm_sec=40, tm_wday=5, tm_yday=115, tm_isdst=0)","How a Systems Glitch at Fidelity Caused One Woman’s Savings to Disappear | Fidelity Investments notified a customer that her phone number and email address had been removed from her profile. When she logged in, her accounts and savings were nowhere to be found.",-1,0.9021379947662354
How Jet Fuel Shortages Could Affect Summer Travel to Europe and Beyond,"Facing sky-high fuel costs linked to the war in Iran, airlines are cutting routes and raising prices. European vacations are looking a lot less affordable.","time.struct_time(tm_year=2026, tm_mon=4, tm_mday=24, tm_hour=20, tm_min=1, tm_sec=12, tm_wday=4, tm_yday=114, tm_isdst=0)","How Jet Fuel Shortages Could Affect Summer Travel to Europe and Beyond | Facing sky-high fuel costs linked to the war in Iran, airlines are cutting routes and raising prices. European vacations are looking a lot less affordable.",-1,0.9407793283462524
Ignoring the War Has Been Working for Long-Term Investors,"The U.S. stock market’s quick rebound this month may be fragile, but riding out the market’s disconcerting waves has been a sound strategy.","time.struct_time(tm_year=2026, tm_mon=4, tm_mday=24, tm_hour=14, tm_min=3, tm_sec=13, tm_wday=4, tm_yday=114, tm_isdst=0)","Ignoring the War Has Been Working for Long-Term Investors | The U.S. stock market’s quick rebound this month may be fragile, but riding out the market’s disconcerting waves has been a sound strategy.",-1,0.8668656349182129
Where to Enjoy an Airport Shower After a Long Flight,Affordable arrivals lounges offer amenities like nap pods and showers where weary passengers can freshen up. You may never start a vacation the same way again.,"time.struct_time(tm_year=2026, tm_mon=4, tm_mday=24, tm_hour=9, tm_min=0, tm_sec=59, tm_wday=4, tm_yday=114, tm_isdst=0)",Where to Enjoy an Airport Shower After a Long Flight | Affordable arrivals lounges offer amenities like nap pods and showers where weary passengers can freshen up. You may never start a vacation the same way again.,-1,0.05887214466929436
