title,description,timestamp,concat,relevant,score
Trump Says China Offered Help With Iran as Ship Seized Near UAE,"US President Donald Trump signaled China is willing to support negotiations with Iran, as he pushes for a diplomatic resolution to end the war and reopen the Strait of Hormuz, after a commercial vessel was apparently seized near the United Arab Emirates.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=8, tm_min=39, tm_sec=48, tm_wday=3, tm_yday=134, tm_isdst=0)","Trump Says China Offered Help With Iran as Ship Seized Near UAE | US President Donald Trump signaled China is willing to support negotiations with Iran, as he pushes for a diplomatic resolution to end the war and reopen the Strait of Hormuz, after a commercial vessel was apparently seized near the United Arab Emirates.",1,0.5773166418075562
New Fortress Energy Takes $6.5 Billion Debt Plan to Court,"Billionaire Wes Edens’ New Fortress Energy Inc. won permission from a UK court to arrange creditor votes on a sweeping restructuring that will see the vast majority of the firm’s debt load converted into equity, handing ownership of the business to its lenders.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=11, tm_min=52, tm_sec=15, tm_wday=3, tm_yday=134, tm_isdst=0)","New Fortress Energy Takes $6.5 Billion Debt Plan to Court | Billionaire Wes Edens’ New Fortress Energy Inc. won permission from a UK court to arrange creditor votes on a sweeping restructuring that will see the vast majority of the firm’s debt load converted into equity, handing ownership of the business to its lenders.",1,0.6653018593788147
US-China Discussions on Farm and Oil Trade Expansion,"Lizzy Galbraith, Senior Political Economist at Aberdeen, speaks about discussions between the US and China regarding increased trade in farm and oil sectors. The conversation focused on the potential economic and political implications of these trade talks, highlighting the significance of agricultural and energy commodities in the bilateral relationship. Galbraith offered insights into how these developments might influence market dynamics and broader geopolitical considerations. (Source: Bloomberg)","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=15, tm_min=35, tm_sec=4, tm_wday=3, tm_yday=134, tm_isdst=0)","US-China Discussions on Farm and Oil Trade Expansion | Lizzy Galbraith, Senior Political Economist at Aberdeen, speaks about discussions between the US and China regarding increased trade in farm and oil sectors. The conversation focused on the potential economic and political implications of these trade talks, highlighting the significance of agricultural and energy commodities in the bilateral relationship. Galbraith offered insights into how these developments might influence market dynamics and broader geopolitical considerations. (Source: Bloomberg)",1,0.398640513420105
Dollar’s Link to Oil Most Positive Ever as Iran Crisis Drags On,"Eleven weeks into a Middle Eastern conflict that has shuttered a critical shipping channel and sent energy prices soaring, the US dollar’s linkage to oil prices is more positive than ever before.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=15, tm_min=33, tm_sec=34, tm_wday=3, tm_yday=134, tm_isdst=0)","Dollar’s Link to Oil Most Positive Ever as Iran Crisis Drags On | Eleven weeks into a Middle Eastern conflict that has shuttered a critical shipping channel and sent energy prices soaring, the US dollar’s linkage to oil prices is more positive than ever before.",1,0.47609245777130127
CEOs Join Xi and Trump For Banquet in Beijing,"CEOs including Elon Musk, Jensen Huang and Tim Cook attend a state banquet for President Donald Trump and China's President Xi Jinping at the Great Hall of the People in Beijing  (Source: Bloomberg)","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=15, tm_min=18, tm_sec=5, tm_wday=3, tm_yday=134, tm_isdst=0)","CEOs Join Xi and Trump For Banquet in Beijing | CEOs including Elon Musk, Jensen Huang and Tim Cook attend a state banquet for President Donald Trump and China's President Xi Jinping at the Great Hall of the People in Beijing  (Source: Bloomberg)",1,0.38809606432914734
Energy Hype Drives Ford Rally,"Ford may be on the verge of a major breakthrough, this time outside the car business. Morgan Stanley says the the automaker may be closing in on a massive battery storage deal with hyperscalers, potentially unlocking a $10 billion high-margin energy business. Bloomberg Auto Reporter Keith Naughton joined Bloomberg Open Interest with more details. (Source: Bloomberg)","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=15, tm_min=10, tm_sec=21, tm_wday=3, tm_yday=134, tm_isdst=0)","Energy Hype Drives Ford Rally | Ford may be on the verge of a major breakthrough, this time outside the car business. Morgan Stanley says the the automaker may be closing in on a massive battery storage deal with hyperscalers, potentially unlocking a $10 billion high-margin energy business. Bloomberg Auto Reporter Keith Naughton joined Bloomberg Open Interest with more details. (Source: Bloomberg)",1,0.691991925239563
Trump Says Boeing Wins 200 Jet Plane Order From China,"President Donald Trump said China agreed to buy 200 planes from Boeing Co., marking the nation’s first purchase of US-made commercial jets in nearly a decade. Trump spoke on Hannity on Fox News Thursday, where he also signaled China is willing to support negotiations with Iran, which is something China has not explicitly confirmed. Tyler Kendall reports on Bloomberg Television. (Source: Bloomberg)","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=17, tm_min=10, tm_sec=5, tm_wday=3, tm_yday=134, tm_isdst=0)","Trump Says Boeing Wins 200 Jet Plane Order From China | President Donald Trump said China agreed to buy 200 planes from Boeing Co., marking the nation’s first purchase of US-made commercial jets in nearly a decade. Trump spoke on Hannity on Fox News Thursday, where he also signaled China is willing to support negotiations with Iran, which is something China has not explicitly confirmed. Tyler Kendall reports on Bloomberg Television. (Source: Bloomberg)",1,0.5267079472541809
"Boeing Wins 200-Jet Plane Order From China, Trump Says","China agreed to buy 200 planes from Boeing Co., President Donald Trump said, in a multibillion-dollar deal that would mark the nation’s first purchase of US-made commercial jets in nearly a decade.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=15, tm_min=59, tm_sec=44, tm_wday=3, tm_yday=134, tm_isdst=0)","Boeing Wins 200-Jet Plane Order From China, Trump Says | China agreed to buy 200 planes from Boeing Co., President Donald Trump said, in a multibillion-dollar deal that would mark the nation’s first purchase of US-made commercial jets in nearly a decade.",1,0.50067138671875
"Taiwan Becomes Central Issue Between Trump, Xi","President Donald Trump highlighted the need for China buy more from US farmers during his first day of meeting with Xi Jinping. Xi made Taiwan a central issue. Elizabeth Economy, Hargrove Senior Fellow at the Hoover Institution at Stanford University, gives us her takeaways of the summit so far. (Source: Bloomberg)","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=15, tm_min=3, tm_sec=3, tm_wday=3, tm_yday=134, tm_isdst=0)","Taiwan Becomes Central Issue Between Trump, Xi | President Donald Trump highlighted the need for China buy more from US farmers during his first day of meeting with Xi Jinping. Xi made Taiwan a central issue. Elizabeth Economy, Hargrove Senior Fellow at the Hoover Institution at Stanford University, gives us her takeaways of the summit so far. (Source: Bloomberg)",1,0.45601609349250793
Russian Oil Price at Highest Since 2023 Boosts Kremlin Windfall,Russia is getting a further boost from the Iran war as the price for its flagship Urals oil export blend reached the highest since October 2023 for tax purposes this month.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=13, tm_min=28, tm_sec=50, tm_wday=3, tm_yday=134, tm_isdst=0)",Russian Oil Price at Highest Since 2023 Boosts Kremlin Windfall | Russia is getting a further boost from the Iran war as the price for its flagship Urals oil export blend reached the highest since October 2023 for tax purposes this month.,1,0.677047073841095
Newsom’s California Budget Bolstered by Extra Cash from AI Boom,"California Governor Gavin Newsom unveiled a revised budget that shows no deficit for this year and next, as the state draws another boost from the technology and artificial-intelligence boom.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=13, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=134, tm_isdst=0)","Newsom’s California Budget Bolstered by Extra Cash from AI Boom | California Governor Gavin Newsom unveiled a revised budget that shows no deficit for this year and next, as the state draws another boost from the technology and artificial-intelligence boom.",1,0.30172199010849
Fermi Changes Rules to Thwart Ex-CEO’s Push to Remake Board,US power-plant developer Fermi Inc. changed its rules around director appointments to block efforts by its former chief executive officer to reshape the company’s board.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=13, tm_min=19, tm_sec=41, tm_wday=3, tm_yday=134, tm_isdst=0)",Fermi Changes Rules to Thwart Ex-CEO’s Push to Remake Board | US power-plant developer Fermi Inc. changed its rules around director appointments to block efforts by its former chief executive officer to reshape the company’s board.,1,0.6277515292167664
AI Investment Drives Market Resilience Despite Headwinds,"Stephanie Aliaga, JPMorgan Asset Management Global Market Strategist, discusses the dominant influence of AI-related capital expenditures on the current market dynamics. Despite challenges such as rising oil prices, higher interest rates, and a sluggish economy, the AI sector is propelling earnings growth and investor focus. Aliaga highlights that 2026 is poised to be a landmark year for agentic AI, underscoring the technology's pivotal role in sustaining market momentum amid broader economic uncertainties. (Source: Bloomberg)","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=15, tm_min=39, tm_sec=41, tm_wday=3, tm_yday=134, tm_isdst=0)","AI Investment Drives Market Resilience Despite Headwinds | Stephanie Aliaga, JPMorgan Asset Management Global Market Strategist, discusses the dominant influence of AI-related capital expenditures on the current market dynamics. Despite challenges such as rising oil prices, higher interest rates, and a sluggish economy, the AI sector is propelling earnings growth and investor focus. Aliaga highlights that 2026 is poised to be a landmark year for agentic AI, underscoring the technology's pivotal role in sustaining market momentum amid broader economic uncertainties. (Source: Bloomberg)",1,0.46581268310546875
US-China Tech Trade & Export Controls with Fabian Villalobos,"US and Chinese leaders in Beijing, scheduled for approximately 24 hours from the broadcast. Attention is drawn to the Korean equity market, which has rebounded from early losses largely due to positive movement in Samsung Electronics shares.  Jensen Huang, CEO of Nvidia, who joined President Trump on Air Force One en route to Beijing, signaling the importance of technology discussions at the summit. The conversation centers on semiconductor export controls and the potential for negotiations on easing these restrictions. While Nvidia can access some parts of the Chinese market, the most advanced chips remain restricted, and China's growing self-reliance and production of cheaper chip models complicate the dynamics. The last-minute inclusion of Jensen Huang suggests shifting priorities in the summit agenda, with a focus on tech trade issues and whether China will cooperate on loosening export controls. (Source: Bloomberg)","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=15, tm_min=22, tm_sec=9, tm_wday=3, tm_yday=134, tm_isdst=0)","US-China Tech Trade & Export Controls with Fabian Villalobos | US and Chinese leaders in Beijing, scheduled for approximately 24 hours from the broadcast. Attention is drawn to the Korean equity market, which has rebounded from early losses largely due to positive movement in Samsung Electronics shares.  Jensen Huang, CEO of Nvidia, who joined President Trump on Air Force One en route to Beijing, signaling the importance of technology discussions at the summit. The conversation centers on semiconductor export controls and the potential for negotiations on easing these restrictions. While Nvidia can access some parts of the Chinese market, the most advanced chips remain restricted, and China's growing self-reliance and production of cheaper chip models complicate the dynamics. The last-minute inclusion of Jensen Huang suggests shifting priorities in the summit agenda, with a focus on tech trade issues and whether China will cooperate on loosening export controls. (Source: Bloomberg)",1,0.7520126104354858
How AI Aims to Fix Healthcare Access,"Rezilient CEO Dr. Danish Nagda says the healthcare system is at a tipping point. He joins Bloomberg Open Interest to talk about how hybrid “cloud clinics,” employer-driven care, and AI-powered doctors could eliminate long wait times, cut costs, and make switching doctors a thing of the past. (Source: Bloomberg)","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=15, tm_min=5, tm_sec=51, tm_wday=3, tm_yday=134, tm_isdst=0)","How AI Aims to Fix Healthcare Access | Rezilient CEO Dr. Danish Nagda says the healthcare system is at a tipping point. He joins Bloomberg Open Interest to talk about how hybrid “cloud clinics,” employer-driven care, and AI-powered doctors could eliminate long wait times, cut costs, and make switching doctors a thing of the past. (Source: Bloomberg)",1,0.5674573183059692
Mobile Carriers Join Forces to Boost Coverage in Dead Zones,"AT&amp;T Inc., T-Mobile US Inc. and Verizon Communications Inc. announced a rare joint venture Thursday that aims to make satellite capabilities more widely available to mobile phone customers.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=13, tm_min=6, tm_sec=40, tm_wday=3, tm_yday=134, tm_isdst=0)","Mobile Carriers Join Forces to Boost Coverage in Dead Zones | AT&amp;T Inc., T-Mobile US Inc. and Verizon Communications Inc. announced a rare joint venture Thursday that aims to make satellite capabilities more widely available to mobile phone customers.",1,0.47606202960014343
$300 Billion AI Debt Binge Spreads From Wall Street to Tokyo,Bankers were still putting the final touches on Alphabet Inc.’s blockbuster $17 billion of bond sales when word started to spread Monday morning on Wall Street: the company is already hawking more debt.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=22, tm_min=41, tm_sec=52, tm_wday=2, tm_yday=133, tm_isdst=0)",$300 Billion AI Debt Binge Spreads From Wall Street to Tokyo | Bankers were still putting the final touches on Alphabet Inc.’s blockbuster $17 billion of bond sales when word started to spread Monday morning on Wall Street: the company is already hawking more debt.,1,0.9145582318305969
"Cisco Jumps Most Since 2011 on Sales Outlook, Restructuring Plan","Cisco Systems Inc. jumped by the most in more than 14 years after the company delivered a better-than-anticipated sales forecast and announced plans to cut thousands of jobs, an attempt to focus on the fast-growing AI market.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=20, tm_min=15, tm_sec=51, tm_wday=2, tm_yday=133, tm_isdst=0)","Cisco Jumps Most Since 2011 on Sales Outlook, Restructuring Plan | Cisco Systems Inc. jumped by the most in more than 14 years after the company delivered a better-than-anticipated sales forecast and announced plans to cut thousands of jobs, an attempt to focus on the fast-growing AI market.",1,0.7007924318313599
Africa E-Commerce Giant Jumia to Cut Workforce Due to AI,"Jumia Technologies AG is planning to cut an initial 10% of its workforce of about 2,000 people as the African e-commerce giant implements artificial intelligence across its departments, Chief Executive Officer Francis Dufay said.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=13, tm_min=6, tm_sec=2, tm_wday=3, tm_yday=134, tm_isdst=0)","Africa E-Commerce Giant Jumia to Cut Workforce Due to AI | Jumia Technologies AG is planning to cut an initial 10% of its workforce of about 2,000 people as the African e-commerce giant implements artificial intelligence across its departments, Chief Executive Officer Francis Dufay said.",1,0.6032892465591431
Where to Park Your Money When Inflation Roars,"You have options, depending on what you’re using the money for and how quickly you need to access it.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=16, tm_min=0, tm_sec=1, tm_wday=3, tm_yday=134, tm_isdst=0)","Where to Park Your Money When Inflation Roars | You have options, depending on what you’re using the money for and how quickly you need to access it.",1,0.9103463888168335
Billionaire Boehly’s Allies Showered Money on Kansas Official Ahead of Regulatory Action,"Todd Boehly and dozens of his associates contributed more than $300,000 to the Kansas insurance commissioner’s gubernatorial campaign, weeks before her office helped one of the billionaire’s companies win a delay of new capital rules.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=15, tm_min=11, tm_sec=30, tm_wday=3, tm_yday=134, tm_isdst=0)","Billionaire Boehly’s Allies Showered Money on Kansas Official Ahead of Regulatory Action | Todd Boehly and dozens of his associates contributed more than $300,000 to the Kansas insurance commissioner’s gubernatorial campaign, weeks before her office helped one of the billionaire’s companies win a delay of new capital rules.",1,0.7647159099578857
Ford Extends Rally as AI Hype Drives Best Gain in Six Years,"Ford Motor Co.’s stock surged again on enthusiasm for the automaker’s pivot toward energy storage, the latest sign that investors are eager to embrace companies that stand to benefit from power-hungry data centers.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=14, tm_min=31, tm_sec=38, tm_wday=3, tm_yday=134, tm_isdst=0)","Ford Extends Rally as AI Hype Drives Best Gain in Six Years | Ford Motor Co.’s stock surged again on enthusiasm for the automaker’s pivot toward energy storage, the latest sign that investors are eager to embrace companies that stand to benefit from power-hungry data centers.",1,0.43098539113998413
Vitol Offers Iraqi Oil Outside Hormuz in Sign Ships Are Exiting,"Vitol Group is offering Iraqi Basrah crude to customers, people with knowledge of the matter said, in a sign that some shipments may have successfully made it out of the Persian Gulf.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=14, tm_min=56, tm_sec=26, tm_wday=3, tm_yday=134, tm_isdst=0)","Vitol Offers Iraqi Oil Outside Hormuz in Sign Ships Are Exiting | Vitol Group is offering Iraqi Basrah crude to customers, people with knowledge of the matter said, in a sign that some shipments may have successfully made it out of the Persian Gulf.",1,0.5760650038719177
Jaguar Land Rover Profit Wiped Out by Cyberattack and US Tariffs,"Jaguar Land Rover’s profit was almost entirely erased last year as the British luxury-car maker tries to recover from the impact of US tariffs, a demand slump in China and a cyberattack that roiled production.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=11, tm_min=13, tm_sec=56, tm_wday=3, tm_yday=134, tm_isdst=0)","Jaguar Land Rover Profit Wiped Out by Cyberattack and US Tariffs | Jaguar Land Rover’s profit was almost entirely erased last year as the British luxury-car maker tries to recover from the impact of US tariffs, a demand slump in China and a cyberattack that roiled production.",1,0.8813598155975342
"Trump: Xi Offered Help With Iran, Will Buy 200 Boeing Jets, More","Source: Bloomberg, 5:08","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=16, tm_min=50, tm_sec=16, tm_wday=3, tm_yday=134, tm_isdst=0)","Trump: Xi Offered Help With Iran, Will Buy 200 Boeing Jets, More | Source: Bloomberg, 5:08",1,0.6943544745445251
Bloomberg Intelligence: Cisco Jumps on Sales Outlook (Podcast),"Source: Bloomberg, 0:00","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=16, tm_min=42, tm_sec=14, tm_wday=3, tm_yday=134, tm_isdst=0)","Bloomberg Intelligence: Cisco Jumps on Sales Outlook (Podcast) | Source: Bloomberg, 0:00",1,0.6472409963607788
US Says Chinese Leader Xi Opposes Strait of Hormuz Toll,Get caught up.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=16, tm_min=0, tm_sec=1, tm_wday=3, tm_yday=134, tm_isdst=0)",US Says Chinese Leader Xi Opposes Strait of Hormuz Toll | Get caught up.,1,0.725600004196167
Bloomberg Talks: Elizabeth Economy (Podcast),"Source: Bloomberg, 8:53","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=15, tm_min=37, tm_sec=14, tm_wday=3, tm_yday=134, tm_isdst=0)","Bloomberg Talks: Elizabeth Economy (Podcast) | Source: Bloomberg, 8:53",1,0.30311259627342224
"Stock Movers: Cisco, Doximity, and Nvidia (Podcast)","Source: Bloomberg, 3:26","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=15, tm_min=17, tm_sec=4, tm_wday=3, tm_yday=134, tm_isdst=0)","Stock Movers: Cisco, Doximity, and Nvidia (Podcast) | Source: Bloomberg, 3:26",1,0.6848439574241638
Bankers Lap Up Data Center Deals in the Booming Asia Market,"There have been several multibillion-dollar deals involving data centers in Asia, and many more are poised to follow.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=14, tm_min=50, tm_sec=33, tm_wday=3, tm_yday=134, tm_isdst=0)","Bankers Lap Up Data Center Deals in the Booming Asia Market | There have been several multibillion-dollar deals involving data centers in Asia, and many more are poised to follow.",1,0.5041502714157104
"Xi Warns Trump on Taiwan, Cisco Jumps, More","Source: Bloomberg, 0:00","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=14, tm_min=47, tm_sec=19, tm_wday=3, tm_yday=134, tm_isdst=0)","Xi Warns Trump on Taiwan, Cisco Jumps, More | Source: Bloomberg, 0:00",1,0.9653811454772949
Bloomberg Surveillance: Inflation and Geopolitics (Podcast),"Source: Bloomberg, 28:43","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=14, tm_min=41, tm_sec=15, tm_wday=3, tm_yday=134, tm_isdst=0)","Bloomberg Surveillance: Inflation and Geopolitics (Podcast) | Source: Bloomberg, 28:43",1,0.6309123039245605
Jamie Dimon Has a Lot to Say About Everything,Also: AI scenarios grow to the sky and into space,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=14, tm_min=19, tm_sec=57, tm_wday=3, tm_yday=134, tm_isdst=0)",Jamie Dimon Has a Lot to Say About Everything | Also: AI scenarios grow to the sky and into space,1,0.79739910364151
"Stocks Rise as Cisco Soars, Xi's Taiwan Warning, More","Source: Bloomberg, 0:00","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=14, tm_min=3, tm_sec=4, tm_wday=3, tm_yday=134, tm_isdst=0)","Stocks Rise as Cisco Soars, Xi's Taiwan Warning, More | Source: Bloomberg, 0:00",1,0.7052778005599976
Nuveen Backs Startup With $500 Million Debt for Clean Energy,A clean-energy project finance startup received a $500 million debt facility from Nuveen Energy Infrastructure Credit to fund environmentally friendly projects.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=10, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=134, tm_isdst=0)",Nuveen Backs Startup With $500 Million Debt for Clean Energy | A clean-energy project finance startup received a $500 million debt facility from Nuveen Energy Infrastructure Credit to fund environmentally friendly projects.,1,0.33306920528411865
El Niño Odds Rise as Storm and Crop Threats Intensify Globally,"The odds are rising that a weather-roiling El Niño will emerge in the next few months and strengthen through the year, threatening global crop supplies, altering storm patterns and pushing temperatures toward record highs.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=13, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=134, tm_isdst=0)","El Niño Odds Rise as Storm and Crop Threats Intensify Globally | The odds are rising that a weather-roiling El Niño will emerge in the next few months and strengthen through the year, threatening global crop supplies, altering storm patterns and pushing temperatures toward record highs.",1,0.9231084585189819
Iran Lets Chinese Ships Through Strait of Hormuz Amid Rising Tensions After Vessel Seizure,"Iranian news agencies said some Chinese ships were being allowed through the strait, following diplomatic outreach to Iran from Beijing.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=17, tm_min=52, tm_sec=46, tm_wday=3, tm_yday=134, tm_isdst=0)","Iran Lets Chinese Ships Through Strait of Hormuz Amid Rising Tensions After Vessel Seizure | Iranian news agencies said some Chinese ships were being allowed through the strait, following diplomatic outreach to Iran from Beijing.",1,0.922464907169342
"Cerebras, A.I. Chip Maker, Rises 89% in Market Debut as Tech IPOs Ramp Up","Cerebras, a Silicon Valley maker of artificial intelligence chips, began trading on the stock market on Thursday, as SpaceX, OpenAI and Anthropic also take steps to go public.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=17, tm_min=16, tm_sec=45, tm_wday=3, tm_yday=134, tm_isdst=0)","Cerebras, A.I. Chip Maker, Rises 89% in Market Debut as Tech IPOs Ramp Up | Cerebras, a Silicon Valley maker of artificial intelligence chips, began trading on the stock market on Thursday, as SpaceX, OpenAI and Anthropic also take steps to go public.",1,0.3849121332168579
"Canada, Alberta to Unveil Pipeline Pact Friday",Prime Minister Mark Carney said he will unveil an agreement with the oil-rich province of Alberta that sets the stage for federal support for a new crude-carrying pipeline.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=17, tm_min=32, tm_sec=0, tm_wday=3, tm_yday=134, tm_isdst=0)","Canada, Alberta to Unveil Pipeline Pact Friday | Prime Minister Mark Carney said he will unveil an agreement with the oil-rich province of Alberta that sets the stage for federal support for a new crude-carrying pipeline.",1,0.35992637276649475
Stock Market Today: Dow Trades at 50000 as Investors Focus on AI Trade,Chipmaker Cerebras trades sharply higher after largest IPO of year,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=8, tm_min=1, tm_sec=50, tm_wday=3, tm_yday=134, tm_isdst=0)",Stock Market Today: Dow Trades at 50000 as Investors Focus on AI Trade | Chipmaker Cerebras trades sharply higher after largest IPO of year,1,0.6875775456428528
Crypto Industry Notches Win in Washington After Brawl With Banks,Marquee crypto bill advances past key Senate committee following furious lobbying campaigns by both sides.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=18, tm_min=23, tm_sec=0, tm_wday=3, tm_yday=134, tm_isdst=0)",Crypto Industry Notches Win in Washington After Brawl With Banks | Marquee crypto bill advances past key Senate committee following furious lobbying campaigns by both sides.,1,0.556037962436676
A bill that would create a pathway for crypto to further upend the world of traditional finance moved one step closer to law,Marquee crypto bill advances past key Senate committee following furious lobbying campaigns by both sides.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=18, tm_min=23, tm_sec=0, tm_wday=3, tm_yday=134, tm_isdst=0)",A bill that would create a pathway for crypto to further upend the world of traditional finance moved one step closer to law | Marquee crypto bill advances past key Senate committee following furious lobbying campaigns by both sides.,1,0.5652987360954285
Trafigura Leads Race to Move US Fuel In-Country on Foreign Ships,"Trafigura Group and Phillips 66 are the leading recipients of US government waivers allowing the use of foreign-flagged tankers to ship oil, fuel and other cargoes between domestic ports.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=18, tm_min=29, tm_sec=20, tm_wday=3, tm_yday=134, tm_isdst=0)","Trafigura Leads Race to Move US Fuel In-Country on Foreign Ships | Trafigura Group and Phillips 66 are the leading recipients of US government waivers allowing the use of foreign-flagged tankers to ship oil, fuel and other cargoes between domestic ports.",1,0.420302152633667
Copper Retreats From Record Close as Purchases in China Slow,"Copper retreated from a record close as the rally started to deter purchases in China, where investors were monitoring the summit between Chinese leader Xi Jinping and US President Donald Trump.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=3, tm_min=39, tm_sec=26, tm_wday=3, tm_yday=134, tm_isdst=0)","Copper Retreats From Record Close as Purchases in China Slow | Copper retreated from a record close as the rally started to deter purchases in China, where investors were monitoring the summit between Chinese leader Xi Jinping and US President Donald Trump.",1,0.8045595288276672
Stocks Gain as AI Trade Fuels Wall Street Momentum: Markets Wrap,"A revival of the artificial-intelligence trade kept fueling momentum in stocks, with the market also rising after retail sales showed signs of consumer strength despite a war-driven surge in energy costs.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=22, tm_min=7, tm_sec=17, tm_wday=2, tm_yday=133, tm_isdst=0)","Stocks Gain as AI Trade Fuels Wall Street Momentum: Markets Wrap | A revival of the artificial-intelligence trade kept fueling momentum in stocks, with the market also rising after retail sales showed signs of consumer strength despite a war-driven surge in energy costs.",1,0.2084205001592636
"Delta CEO Bastian Talks Consumer Demand, Fuel Costs and Spirit","Delta Air Lines CEO Ed Bastian discusses consumer demand, the effects of rising jet fuel costs and Spirit's collapse, and potential industry consolidation with Caroline Hyde on Bloomberg Television. (Source: Bloomberg)","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=17, tm_min=56, tm_sec=42, tm_wday=3, tm_yday=134, tm_isdst=0)","Delta CEO Bastian Talks Consumer Demand, Fuel Costs and Spirit | Delta Air Lines CEO Ed Bastian discusses consumer demand, the effects of rising jet fuel costs and Spirit's collapse, and potential industry consolidation with Caroline Hyde on Bloomberg Television. (Source: Bloomberg)",1,0.5911628007888794
AI Chipmaker Cerebras Surges 81% After Year’s Biggest IPO,"Cerebras Systems Inc. shares jumped 81% in its trading debut, after the artificial intelligence chipmaker and data center firm raised $5.55 billion in the year’s largest initial public offering.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=15, tm_min=21, tm_sec=53, tm_wday=3, tm_yday=134, tm_isdst=0)","AI Chipmaker Cerebras Surges 81% After Year’s Biggest IPO | Cerebras Systems Inc. shares jumped 81% in its trading debut, after the artificial intelligence chipmaker and data center firm raised $5.55 billion in the year’s largest initial public offering.",1,0.4287714660167694
"Spirit’s Collapse Shows Limits of Budget Model, Delta CEO Says",Delta Air Lines Chief Executive Officer Ed Bastian said rising jet fuel costs and Spirit Airlines’s collapse are accelerating a divide in the industry between carriers catering to premium travelers and those competing primarily on price.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=17, tm_min=27, tm_sec=39, tm_wday=3, tm_yday=134, tm_isdst=0)","Spirit’s Collapse Shows Limits of Budget Model, Delta CEO Says | Delta Air Lines Chief Executive Officer Ed Bastian said rising jet fuel costs and Spirit Airlines’s collapse are accelerating a divide in the industry between carriers catering to premium travelers and those competing primarily on price.",1,0.7839058041572571
