,title,description,timestamp,concat,relevant
314,Opinion | Religious Pluralism Is Under Threat in India,Anticonversion laws and efforts to shut down proselytizing undermine religious liberty.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=12, tm_hour=19, tm_min=51, tm_sec=0, tm_wday=1, tm_yday=132, tm_isdst=0)",Opinion | Religious Pluralism Is Under Threat in India | Anticonversion laws and efforts to shut down proselytizing undermine religious liberty.,0
315,Opinion | America’s Best Bet for a Secure AI Base Is Israel’s Negev,"The U.S. is looking at sites in the Jewish state, which is a superpower in all areas of the technology.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=12, tm_hour=17, tm_min=3, tm_sec=0, tm_wday=1, tm_yday=132, tm_isdst=0)","Opinion | America’s Best Bet for a Secure AI Base Is Israel’s Negev | The U.S. is looking at sites in the Jewish state, which is a superpower in all areas of the technology.",1
316,Famed Merops Drone Interceptor to Be Made in Europe,"The maker of Merops, the drone interceptor battle-tested in Ukraine and Iran, struck a deal to manufacture its product in Germany, in the latest move by Europe to capitalize on Ukrainian-related defense technology.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=13, tm_min=54, tm_sec=0, tm_wday=2, tm_yday=133, tm_isdst=0)","Famed Merops Drone Interceptor to Be Made in Europe | The maker of Merops, the drone interceptor battle-tested in Ukraine and Iran, struck a deal to manufacture its product in Germany, in the latest move by Europe to capitalize on Ukrainian-related defense technology.",1
317,Eurozone Industrial Production Inched Higher in March,"Output rose 0.2% on month, though the war in the Middle East is expected to increasingly weigh on manufacturers as energy costs and supply disruptions mount.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=10, tm_min=10, tm_sec=0, tm_wday=2, tm_yday=133, tm_isdst=0)","Eurozone Industrial Production Inched Higher in March | Output rose 0.2% on month, though the war in the Middle East is expected to increasingly weigh on manufacturers as energy costs and supply disruptions mount.",1
318,How a Trump Loyalist Manages One of the Toughest Jobs in Diplomacy,"Andrew Puzder, a former fast-food executive, is trying to build bridges with Europe at a time of deep trans-Atlantic tensions.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=3, tm_min=0, tm_sec=0, tm_wday=2, tm_yday=133, tm_isdst=0)","How a Trump Loyalist Manages One of the Toughest Jobs in Diplomacy | Andrew Puzder, a former fast-food executive, is trying to build bridges with Europe at a time of deep trans-Atlantic tensions.",-1
319,EU’s Von der Leyen Floats Tighter Restrictions for Minors’ Social Media Use,The European Union could present new rules to tighten restrictions on minors’ use of social media platforms this summer.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=12, tm_hour=12, tm_min=15, tm_sec=0, tm_wday=1, tm_yday=132, tm_isdst=0)",EU’s Von der Leyen Floats Tighter Restrictions for Minors’ Social Media Use | The European Union could present new rules to tighten restrictions on minors’ use of social media platforms this summer.,-1
320,He Was Missing Part of His Arm. Russia Sent Him Into Battle Anyway.,"Russian forces are struggling to advance on the battlefield in the war against Ukraine despite some 25,000 wounded and dead a month.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=12, tm_hour=3, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=132, tm_isdst=0)","He Was Missing Part of His Arm. Russia Sent Him Into Battle Anyway. | Russian forces are struggling to advance on the battlefield in the war against Ukraine despite some 25,000 wounded and dead a month.",0
321,Trump Faces an Emboldened China in Return to Beijing,"China is increasingly self-sufficient, militarily assertive and economically insulated—and it is digging in on core issues of contention.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=12, tm_hour=12, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=132, tm_isdst=0)","Trump Faces an Emboldened China in Return to Beijing | China is increasingly self-sufficient, militarily assertive and economically insulated—and it is digging in on core issues of contention.",-1
322,How Xi Is Playing His Iran Cards as Trump Heads to Beijing,"Plus, Beijing wants to be essential to the Middle East without doing anything essential.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=12, tm_hour=10, tm_min=55, tm_sec=0, tm_wday=1, tm_yday=132, tm_isdst=0)","How Xi Is Playing His Iran Cards as Trump Heads to Beijing | Plus, Beijing wants to be essential to the Middle East without doing anything essential.",1
323,American Hantavirus Cruise Passengers Flown to Quarantine Center After Positive Test,"Two of the passengers were transported in biocontainment units, while a woman in France also tested positive.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=11, tm_hour=14, tm_min=56, tm_sec=0, tm_wday=0, tm_yday=131, tm_isdst=0)","American Hantavirus Cruise Passengers Flown to Quarantine Center After Positive Test | Two of the passengers were transported in biocontainment units, while a woman in France also tested positive.",1
324,"Xi’s China: Dazzling Technology, Military Muscle—and an Economic Mess","China’s government is pouring money into AI, electric cars and military power, while consumer confidence sags and the job market grows bleak.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=11, tm_hour=1, tm_min=0, tm_sec=0, tm_wday=0, tm_yday=131, tm_isdst=0)","Xi’s China: Dazzling Technology, Military Muscle—and an Economic Mess | China’s government is pouring money into AI, electric cars and military power, while consumer confidence sags and the job market grows bleak.",1
325,Iran War Hangs Over China Summit,President Trump is eager to move on from the conflict that is sapping his domestic power and straining the global economy.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=10, tm_hour=23, tm_min=0, tm_sec=0, tm_wday=6, tm_yday=130, tm_isdst=0)",Iran War Hangs Over China Summit | President Trump is eager to move on from the conflict that is sapping his domestic power and straining the global economy.,1
326,Putin Presides Over Downsized Military Parade as Ukraine War Drags On,The Russian president said his troops “are resisting an aggressive force that is being armed and supported by the entire NATO bloc.”,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=9, tm_hour=13, tm_min=42, tm_sec=0, tm_wday=5, tm_yday=129, tm_isdst=0)",Putin Presides Over Downsized Military Parade as Ukraine War Drags On | The Russian president said his troops “are resisting an aggressive force that is being armed and supported by the entire NATO bloc.”,-1
327,"Russia and Ukraine Agree to Three-Day Ceasefire, Trump Says","The brief pause in fighting, as well as a planned prisoner exchange, will coincide with President Vladimir Putin’s plans for the country’s annual Victory Day parade in Moscow.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=8, tm_hour=20, tm_min=16, tm_sec=0, tm_wday=4, tm_yday=128, tm_isdst=0)","Russia and Ukraine Agree to Three-Day Ceasefire, Trump Says | The brief pause in fighting, as well as a planned prisoner exchange, will coincide with President Vladimir Putin’s plans for the country’s annual Victory Day parade in Moscow.",-1
328,Putin’s Strongman Image Is Fading as Ukraine Brings War Home to Russia,The Russian president’s “Victory Day” cult has backfired as the conflict drags on longer than the Soviets’ battle against the Nazis.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=7, tm_hour=2, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=127, tm_isdst=0)",Putin’s Strongman Image Is Fading as Ukraine Brings War Home to Russia | The Russian president’s “Victory Day” cult has backfired as the conflict drags on longer than the Soviets’ battle against the Nazis.,-1
329,Ukrainian Drone Strikes Luxury Residential Block in Moscow,The attack highlighted the capital’s vulnerability to Ukrainian strikes just days ahead of a military parade.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=4, tm_hour=14, tm_min=28, tm_sec=0, tm_wday=0, tm_yday=124, tm_isdst=0)",Ukrainian Drone Strikes Luxury Residential Block in Moscow | The attack highlighted the capital’s vulnerability to Ukrainian strikes just days ahead of a military parade.,1
330,The Archaeologist Caught Up in a Prisoner Swap Between Russia and the West,Alexander Butyagin spent years excavating in Crimea. His case raised questions over the fate of historical treasures found on occupied land.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=3, tm_hour=16, tm_min=0, tm_sec=0, tm_wday=6, tm_yday=123, tm_isdst=0)",The Archaeologist Caught Up in a Prisoner Swap Between Russia and the West | Alexander Butyagin spent years excavating in Crimea. His case raised questions over the fate of historical treasures found on occupied land.,-1
331,The Hunter-Gatherers Weighing Whether to Join the Modern World,"The Hadzabe tribespeople of Tanzania are no longer strangers to the rest of the world, but they are divided on how to respond.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=9, tm_hour=15, tm_min=45, tm_sec=0, tm_wday=5, tm_yday=129, tm_isdst=0)","The Hunter-Gatherers Weighing Whether to Join the Modern World | The Hadzabe tribespeople of Tanzania are no longer strangers to the rest of the world, but they are divided on how to respond.",0
332,Inside the Global Effort to Figure Out Where Hantavirus Will Strike Next,"Health authorities, airlines and the operator of the MV Hondius cruise ship are mobilizing to contain the spread of a pathogen that has killed three people.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=7, tm_hour=11, tm_min=8, tm_sec=0, tm_wday=3, tm_yday=127, tm_isdst=0)","Inside the Global Effort to Figure Out Where Hantavirus Will Strike Next | Health authorities, airlines and the operator of the MV Hondius cruise ship are mobilizing to contain the spread of a pathogen that has killed three people.",1
333,Two U.S. Soldiers Reported Missing in Morocco,The two servicemembers had been participating in a training exercise Saturday. U.S. and Moroccan forces immediately began a search-and-rescue effort.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=3, tm_hour=15, tm_min=48, tm_sec=0, tm_wday=6, tm_yday=123, tm_isdst=0)",Two U.S. Soldiers Reported Missing in Morocco | The two servicemembers had been participating in a training exercise Saturday. U.S. and Moroccan forces immediately began a search-and-rescue effort.,-1
334,Jihadists Are on the Brink of an African Caliphate,Islamists in Mali have routed Kremlin-backed forces after confounding efforts by the West to uproot al Qaeda and its offshoots in the Sahel.,"time.struct_time(tm_year=2026, tm_mon=4, tm_mday=30, tm_hour=15, tm_min=53, tm_sec=0, tm_wday=3, tm_yday=120, tm_isdst=0)",Jihadists Are on the Brink of an African Caliphate | Islamists in Mali have routed Kremlin-backed forces after confounding efforts by the West to uproot al Qaeda and its offshoots in the Sahel.,-1
335,"The Indian Ocean Islanders Who Were Pummeled by History—and Now by Trump, Too",The Chagossians thought they had a chance to return home with the U.K.’s deal to hand over their home islands and lease the Diego Garcia military base.,"time.struct_time(tm_year=2026, tm_mon=4, tm_mday=28, tm_hour=3, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=118, tm_isdst=0)","The Indian Ocean Islanders Who Were Pummeled by History—and Now by Trump, Too | The Chagossians thought they had a chance to return home with the U.K.’s deal to hand over their home islands and lease the Diego Garcia military base.",-1
336,"As China Encroaches, Even New Zealand Is Getting Serious About Its Military","Billions will be spent in the coming years—including on missiles, drones and base upgrades—as the remote country squares up to a widening threat.","time.struct_time(tm_year=2026, tm_mon=3, tm_mday=25, tm_hour=3, tm_min=0, tm_sec=0, tm_wday=2, tm_yday=84, tm_isdst=0)","As China Encroaches, Even New Zealand Is Getting Serious About Its Military | Billions will be spent in the coming years—including on missiles, drones and base upgrades—as the remote country squares up to a widening threat.",-1
337,The U.S. Navy’s New Insurance Policy for War With China Is an Australian Base,The Pentagon plans to deploy submarines to an expanding facility in allies’ strategy to deter Beijing.,"time.struct_time(tm_year=2026, tm_mon=2, tm_mday=8, tm_hour=3, tm_min=0, tm_sec=0, tm_wday=6, tm_yday=39, tm_isdst=0)",The U.S. Navy’s New Insurance Policy for War With China Is an Australian Base | The Pentagon plans to deploy submarines to an expanding facility in allies’ strategy to deter Beijing.,-1
338,Several People Missing After Landslide Buries Campground in New Zealand,Debris engulfed the site at Mount Maunganui following record rainfall. A government minister said young people were among the missing.,"time.struct_time(tm_year=2026, tm_mon=1, tm_mday=23, tm_hour=3, tm_min=37, tm_sec=0, tm_wday=4, tm_yday=23, tm_isdst=0)",Several People Missing After Landslide Buries Campground in New Zealand | Debris engulfed the site at Mount Maunganui following record rainfall. A government minister said young people were among the missing.,-1
339,Can a U.S.-Greenland Partnership Work? Just Look at These Pacific Islands,U.S. agreements with three island nations have benefited both sides but have also had challenges.,"time.struct_time(tm_year=2026, tm_mon=1, tm_mday=19, tm_hour=10, tm_min=30, tm_sec=0, tm_wday=0, tm_yday=19, tm_isdst=0)",Can a U.S.-Greenland Partnership Work? Just Look at These Pacific Islands | U.S. agreements with three island nations have benefited both sides but have also had challenges.,-1
340,Bondi Beach Terror Suspects Condemned ‘Zionists’ and Amassed an Arsenal,Court documents reveal what police say were the movements and motivation of Sajid and Naveed Akram.,"time.struct_time(tm_year=2025, tm_mon=12, tm_mday=22, tm_hour=11, tm_min=11, tm_sec=0, tm_wday=0, tm_yday=356, tm_isdst=0)",Bondi Beach Terror Suspects Condemned ‘Zionists’ and Amassed an Arsenal | Court documents reveal what police say were the movements and motivation of Sajid and Naveed Akram.,-1
341,India Is Increasingly Ruled by a Single Party—Modi’s,Voters eager for change gave the country’s Hindu nationalists a landslide win in a key state where they had never before ruled.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=7, tm_hour=3, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=127, tm_isdst=0)",India Is Increasingly Ruled by a Single Party—Modi’s | Voters eager for change gave the country’s Hindu nationalists a landslide win in a key state where they had never before ruled.,-1
342,Americans Will Do Anything to Get Indian Mangoes,"They stalk WhatsApp groups, track flights like anxious parents and leave work meetings to get their fix of the sweet, seasonal delicacy.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=4, tm_hour=9, tm_min=30, tm_sec=0, tm_wday=0, tm_yday=124, tm_isdst=0)","Americans Will Do Anything to Get Indian Mangoes | They stalk WhatsApp groups, track flights like anxious parents and leave work meetings to get their fix of the sweet, seasonal delicacy.",-1
343,India’s Factory Workers Were Getting By. Then the Strait of Hormuz Closed.,"The closure of the waterway has choked energy supplies to India, upending the dreams of assembly-line workers and sparking large labor protests.","time.struct_time(tm_year=2026, tm_mon=4, tm_mday=22, tm_hour=14, tm_min=0, tm_sec=0, tm_wday=2, tm_yday=112, tm_isdst=0)","India’s Factory Workers Were Getting By. Then the Strait of Hormuz Closed. | The closure of the waterway has choked energy supplies to India, upending the dreams of assembly-line workers and sparking large labor protests.",-1
344,"How a Tsunami Was Unleashed at 17,000 Feet, Shattering Lives Below","As warmer temperatures melt polar ice, a parallel danger lurks in high mountain areas where melting glaciers have created thousands of new lakes.","time.struct_time(tm_year=2026, tm_mon=4, tm_mday=1, tm_hour=3, tm_min=0, tm_sec=0, tm_wday=2, tm_yday=91, tm_isdst=0)","How a Tsunami Was Unleashed at 17,000 Feet, Shattering Lives Below | As warmer temperatures melt polar ice, a parallel danger lurks in high mountain areas where melting glaciers have created thousands of new lakes.",-1
345,"Fake Cops, Fake Judges: The Hollywood-Style Scam Poised to Go Global",Criminals have taken digital scams to a new level in India—and are looking elsewhere for victims.,"time.struct_time(tm_year=2026, tm_mon=3, tm_mday=30, tm_hour=3, tm_min=0, tm_sec=0, tm_wday=0, tm_yday=89, tm_isdst=0)","Fake Cops, Fake Judges: The Hollywood-Style Scam Poised to Go Global | Criminals have taken digital scams to a new level in India—and are looking elsewhere for victims.",-1
346,The World’s Most Surprising Capitalist Makeover Is Under Way in Sweden,"Total public social spending is falling, its economy is outpacing European peers and taxes have been cut three years running. Not everyone is happy.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=12, tm_hour=1, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=132, tm_isdst=0)","The World’s Most Surprising Capitalist Makeover Is Under Way in Sweden | Total public social spending is falling, its economy is outpacing European peers and taxes have been cut three years running. Not everyone is happy.",-1
347,Ukraine Corruption Investigation Ensnares Zelensky’s Ex-Top Aide,The allegation deals a blow to the country’s leadership in the midst of the war with Russia.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=12, tm_hour=0, tm_min=33, tm_sec=0, tm_wday=1, tm_yday=132, tm_isdst=0)",Ukraine Corruption Investigation Ensnares Zelensky’s Ex-Top Aide | The allegation deals a blow to the country’s leadership in the midst of the war with Russia.,-1
348,The U.S. Tied His Bank to Iran Proxies. Now He’s Trump’s Choice to Run Iraq.,Ali Al Zaidi is under U.S. pressure to curtail the influence of Iran-backed militias despite questions about his bank’s ties to them.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=11, tm_hour=3, tm_min=0, tm_sec=0, tm_wday=0, tm_yday=131, tm_isdst=0)",The U.S. Tied His Bank to Iran Proxies. Now He’s Trump’s Choice to Run Iraq. | Ali Al Zaidi is under U.S. pressure to curtail the influence of Iran-backed militias despite questions about his bank’s ties to them.,-1
349,"Iran’s Supreme Leader Is MIA, Just When Negotiators Need Him Most",Mojtaba Khamenei hasn’t appeared publicly since U.S. and Iranian officials say he was severely injured in an airstrike more than two months ago.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=10, tm_hour=22, tm_min=25, tm_sec=0, tm_wday=6, tm_yday=130, tm_isdst=0)","Iran’s Supreme Leader Is MIA, Just When Negotiators Need Him Most | Mojtaba Khamenei hasn’t appeared publicly since U.S. and Iranian officials say he was severely injured in an airstrike more than two months ago.",-1
350,Hantavirus Cruise Passengers Head for Home Countries After Ship Reaches Port,The MV Hondius arrived in Spain’s Canary Islands with no signs of infection among around 150 people set for quarantine.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=10, tm_hour=16, tm_min=37, tm_sec=0, tm_wday=6, tm_yday=130, tm_isdst=0)",Hantavirus Cruise Passengers Head for Home Countries After Ship Reaches Port | The MV Hondius arrived in Spain’s Canary Islands with no signs of infection among around 150 people set for quarantine.,-1
351,Israel Built and Defended a Secret Iran War Base in Iraq,"Israel set up the base for special forces and search-and-rescue teams, and launched airstrikes against Iraqi troops who almost discovered it early in the war.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=9, tm_hour=18, tm_min=0, tm_sec=0, tm_wday=5, tm_yday=129, tm_isdst=0)","Israel Built and Defended a Secret Iran War Base in Iraq | Israel set up the base for special forces and search-and-rescue teams, and launched airstrikes against Iraqi troops who almost discovered it early in the war.",-1
352,How To Refinance a Car Loan,Navigate the car loan refinancing process to potentially lower your interest rate and monthly payments.,"time.struct_time(tm_year=2026, tm_mon=4, tm_mday=13, tm_hour=15, tm_min=40, tm_sec=0, tm_wday=0, tm_yday=103, tm_isdst=0)",How To Refinance a Car Loan | Navigate the car loan refinancing process to potentially lower your interest rate and monthly payments.,-1
353,Best High-Yield Savings Accounts for May 2026: Up to 5.00%,"These are the accounts that offer the best interest rates—without burdensome fees, gimmicks or other hassles","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=13, tm_min=9, tm_sec=0, tm_wday=2, tm_yday=133, tm_isdst=0)","Best High-Yield Savings Accounts for May 2026: Up to 5.00% | These are the accounts that offer the best interest rates—without burdensome fees, gimmicks or other hassles",-1
354,Best Car Insurance Companies of 2026,"Progressive, Travelers and Geico and among the top picks in our extensive analysis.","time.struct_time(tm_year=2026, tm_mon=4, tm_mday=21, tm_hour=16, tm_min=39, tm_sec=0, tm_wday=1, tm_yday=111, tm_isdst=0)","Best Car Insurance Companies of 2026 | Progressive, Travelers and Geico and among the top picks in our extensive analysis.",-1
355,I Started a Business at 67. It Has Been Much Better Than Retiring.,So many of my retired friends are bored. But I’m constantly learning new things and meeting new people.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=19, tm_min=0, tm_sec=0, tm_wday=2, tm_yday=133, tm_isdst=0)",I Started a Business at 67. It Has Been Much Better Than Retiring. | So many of my retired friends are bored. But I’m constantly learning new things and meeting new people.,-1
356,GLP-1 Users Are Taking a Bite Out of the Restaurant Business,Restaurants are pushing protein and smaller portions to keep attracting those eating less.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=19, tm_min=0, tm_sec=0, tm_wday=2, tm_yday=133, tm_isdst=0)",GLP-1 Users Are Taking a Bite Out of the Restaurant Business | Restaurants are pushing protein and smaller portions to keep attracting those eating less.,1
357,Netflix Secures Three More Football Games in New NFL Deal,"The National Football League’s four-year deal with Netflix licenses three additional games to the streaming platform, and agreements with Fox and NBC bring them more games as well.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=18, tm_min=52, tm_sec=0, tm_wday=2, tm_yday=133, tm_isdst=0)","Netflix Secures Three More Football Games in New NFL Deal | The National Football League’s four-year deal with Netflix licenses three additional games to the streaming platform, and agreements with Fox and NBC bring them more games as well.",-1
358,Geothermal-Champion Fervo Energy’s Shares Soar in Trading Debut,"The IPO values the energy company, backed by Bill Gates and Google, at about $7.7 billion.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=17, tm_min=28, tm_sec=0, tm_wday=2, tm_yday=133, tm_isdst=0)","Geothermal-Champion Fervo Energy’s Shares Soar in Trading Debut | The IPO values the energy company, backed by Bill Gates and Google, at about $7.7 billion.",1
359,Basic Materials Roundup: Market Talk,"Find insight on Agnico Eagles, the proposed combination of Equinox and Orla, palm oil prices and more in the latest Market Talks covering basic materials.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=16, tm_min=25, tm_sec=0, tm_wday=2, tm_yday=133, tm_isdst=0)","Basic Materials Roundup: Market Talk | Find insight on Agnico Eagles, the proposed combination of Equinox and Orla, palm oil prices and more in the latest Market Talks covering basic materials.",1
360,Financial Services Roundup: Market Talk,"Find insight on ABN Amro, Zurich, Allianz and more in the latest Market Talks covering financial services.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=16, tm_min=24, tm_sec=0, tm_wday=2, tm_yday=133, tm_isdst=0)","Financial Services Roundup: Market Talk | Find insight on ABN Amro, Zurich, Allianz and more in the latest Market Talks covering financial services.",1
361,"Equinox, Orla Agree to Form $18.5 Billion Gold Major",Equinox Gold and Orla Mining agreed to combine in a deal that would create a new $18.5 billion North American gold miner.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=14, tm_min=20, tm_sec=0, tm_wday=2, tm_yday=133, tm_isdst=0)","Equinox, Orla Agree to Form $18.5 Billion Gold Major | Equinox Gold and Orla Mining agreed to combine in a deal that would create a new $18.5 billion North American gold miner.",1
362,Jack Daniel’s Maker Brown-Forman Rejects $15 Billion Takeover Offer From Sazerac,Advisers for Brown-Forman informed Sazerac on Monday that the company was rejecting the $32-a-share cash offer.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=12, tm_hour=19, tm_min=39, tm_sec=0, tm_wday=1, tm_yday=132, tm_isdst=0)",Jack Daniel’s Maker Brown-Forman Rejects $15 Billion Takeover Offer From Sazerac | Advisers for Brown-Forman informed Sazerac on Monday that the company was rejecting the $32-a-share cash offer.,-1
363,EBay Rejects GameStop’s $56 Billion Takeover Proposal,The e-commerce platform called the offer “neither credible nor attractive” after a rollout by GameStop CEO Ryan Cohen appeared to fizzle.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=12, tm_hour=11, tm_min=38, tm_sec=0, tm_wday=1, tm_yday=132, tm_isdst=0)",EBay Rejects GameStop’s $56 Billion Takeover Proposal | The e-commerce platform called the offer “neither credible nor attractive” after a rollout by GameStop CEO Ryan Cohen appeared to fizzle.,-1
364,EQT Makes Final $12.8 Billion Bid to Take Over Intertek,The move marks EQT’s last-ditch attempt to reach a friendly deal after some Intertek shareholders signaled they wanted the company to engage with its suitor.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=12, tm_hour=8, tm_min=57, tm_sec=0, tm_wday=1, tm_yday=132, tm_isdst=0)",EQT Makes Final $12.8 Billion Bid to Take Over Intertek | The move marks EQT’s last-ditch attempt to reach a friendly deal after some Intertek shareholders signaled they wanted the company to engage with its suitor.,-1
365,Germany’s Merck KGaA Shares Jump After Guidance Lift,"The company raised its full-year sales and earnings guidance, citing strong momentum in its life-sciences business.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=10, tm_min=22, tm_sec=0, tm_wday=2, tm_yday=133, tm_isdst=0)","Germany’s Merck KGaA Shares Jump After Guidance Lift | The company raised its full-year sales and earnings guidance, citing strong momentum in its life-sciences business.",-1
366,Teens Helped Bring Malls Back to Life. Now They’re Getting Banned.,"Mall owners resort to banning anyone under 18 unaccompanied by an adult, following waves of teen disruptions at their properties.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=9, tm_min=30, tm_sec=0, tm_wday=2, tm_yday=133, tm_isdst=0)","Teens Helped Bring Malls Back to Life. Now They’re Getting Banned. | Mall owners resort to banning anyone under 18 unaccompanied by an adult, following waves of teen disruptions at their properties.",-1
367,China’s ‘Two Billion Feet’ Are Suddenly Running From Nike,Quick-moving domestic athletic brands are now able to match American quality and cachet in the hypercompetitive and increasingly nationalistic market.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=12, tm_hour=23, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=132, tm_isdst=0)",China’s ‘Two Billion Feet’ Are Suddenly Running From Nike | Quick-moving domestic athletic brands are now able to match American quality and cachet in the hypercompetitive and increasingly nationalistic market.,0
368,"Walmart Lays Off or Relocates About 1,000 Corporate Workers",The retailer is cutting positions as it combines more of its global-tech and product teams.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=12, tm_hour=22, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=132, tm_isdst=0)","Walmart Lays Off or Relocates About 1,000 Corporate Workers | The retailer is cutting positions as it combines more of its global-tech and product teams.",1
369,"Vodafone Shares Fall After German Business Disappoints, Adjusted Earnings Miss Expectations","Shares dropped after the company reported a decline in service revenue in Germany, its biggest market, and adjusted earnings slightly missed expectations.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=12, tm_hour=8, tm_min=48, tm_sec=0, tm_wday=1, tm_yday=132, tm_isdst=0)","Vodafone Shares Fall After German Business Disappoints, Adjusted Earnings Miss Expectations | Shares dropped after the company reported a decline in service revenue in Germany, its biggest market, and adjusted earnings slightly missed expectations.",-1
370,Nissan Targets Return to Profit After Restructuring Drive,The Japanese carmaker forecasts a return to net profit this fiscal year after reporting its seventh straight quarterly net loss.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=13, tm_min=31, tm_sec=0, tm_wday=2, tm_yday=133, tm_isdst=0)",Nissan Targets Return to Profit After Restructuring Drive | The Japanese carmaker forecasts a return to net profit this fiscal year after reporting its seventh straight quarterly net loss.,-1
371,SoftBank Lands $25 Billion Gain on OpenAI Bet,"The Japanese company has issued debt, sold stakes and borrowed to fund bold AI investments.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=12, tm_min=23, tm_sec=0, tm_wday=2, tm_yday=133, tm_isdst=0)","SoftBank Lands $25 Billion Gain on OpenAI Bet | The Japanese company has issued debt, sold stakes and borrowed to fund bold AI investments.",1
372,Alibaba Profitability Remains Under Pressure,The tech giant has continued to invest heavily in artificial intelligence and fend off intense competition in the food-delivery space.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=12, tm_min=23, tm_sec=0, tm_wday=2, tm_yday=133, tm_isdst=0)",Alibaba Profitability Remains Under Pressure | The tech giant has continued to invest heavily in artificial intelligence and fend off intense competition in the food-delivery space.,1
373,Tencent’s Core Businesses Help Cushion Burden of Intensified AI Push,Tencent Holdings extended its streak of double-digit profit growth in the first quarter.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=10, tm_min=44, tm_sec=0, tm_wday=2, tm_yday=133, tm_isdst=0)",Tencent’s Core Businesses Help Cushion Burden of Intensified AI Push | Tencent Holdings extended its streak of double-digit profit growth in the first quarter.,1
374,ABN Amro Shares Climb After Cost Control Lifts Profit,The Dutch bank’s earnings beat analysts’ expectations and it said full-year costs would be lower than forecast.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=9, tm_min=14, tm_sec=0, tm_wday=2, tm_yday=133, tm_isdst=0)",ABN Amro Shares Climb After Cost Control Lifts Profit | The Dutch bank’s earnings beat analysts’ expectations and it said full-year costs would be lower than forecast.,-1
